"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5572","An immediate second accept is rejected and the quote settles exactly once","tests.e2e","2026-07-19","passed","2026-07-19","","test_quote_lifecycle","",""
"","393","A created quote echoes the requested pair, amount, and wallet ids","tests.e2e","2026-07-19","passed","2026-07-19","","test_parity","",""
"","7403","Two concurrently accepted quotes both settle with their combined impact","tests.e2e","2026-07-19","failed","2026-07-19","","test_quote_lifecycle","",""
"","7432","Re-accepting a settled quote is rejected and does not convert twice","tests.e2e","2026-07-19","passed","2026-07-19","","test_quote_lifecycle","",""
"","5929","Converting the full wallet balance drains the wallet to exactly zero","tests.e2e","2026-07-19","passed","2026-07-19","","test_amount_validation","",""
"","101","The create response and an immediate get return the same quote","tests.e2e","2026-07-19","passed","2026-07-19","","test_parity","",""
"","296","Getting an unknown wallet id returns 404","tests.e2e","2026-07-19","passed","2026-07-19","","test_invalid_references","",""
"","7136","Conversion 1 ETH -> TRX settles with correct amounts","tests.e2e","2026-07-19","passed","2026-07-19","","test_conversion","",""
"","22105","An expired quote cannot be accepted and leaves balances untouched","tests.e2e","2026-07-19","passed","2026-07-19","","test_quote_timing","",""
"","1136","A quote using another customer's wallet id is rejected and leaves it untouched","tests.e2e","2026-07-19","passed","2026-07-19","","test_invalid_references","",""
"","397","A quote with a negative amount is rejected","tests.e2e","2026-07-19","failed","2026-07-19","","test_amount_validation","",""
"","617","Accepting a quote does not move balances before settlement","tests.e2e","2026-07-19","passed","2026-07-19","","test_quote_timing","",""
"","627","A quote with a zero amount is rejected","tests.e2e","2026-07-19","passed","2026-07-19","","test_amount_validation","",""
"","22126","A quote accepted late in its window still settles correctly","tests.e2e","2026-07-19","passed","2026-07-19","","test_quote_timing","",""
"","14028","Two sequential conversions on one customer accumulate correctly","tests.e2e","2026-07-19","passed","2026-07-19","","test_quote_lifecycle","",""
"","551","Every wallet reads identically via the list and the single-wallet endpoint","tests.e2e","2026-07-19","passed","2026-07-19","","test_parity","",""
"","7256","Conversion 420 TRX -> USDT settles with correct amounts","tests.e2e","2026-07-19","passed","2026-07-19","","test_conversion","",""
"","409","Quote fee is consistent with its own reported amountIn","tests.e2e","2026-07-19","failed","2026-07-19","","test_amount_validation","",""
"","7354","Conversion 987 TRX -> ETH settles with correct amounts","tests.e2e","2026-07-19","passed","2026-07-19","","test_conversion","",""
"","566","amountIn finer than the source quantityPrecision is rounded half-up","tests.e2e","2026-07-19","passed","2026-07-19","","test_amount_validation","",""
"","358","A quote whose from currency mismatches the source wallet is rejected","tests.e2e","2026-07-19","passed","2026-07-19","","test_invalid_references","",""
"","499","A quote with an unknown currency code is rejected","tests.e2e","2026-07-19","passed","2026-07-19","","test_invalid_references","",""
"","322","Getting an unknown quote uuid returns 404","tests.e2e","2026-07-19","passed","2026-07-19","","test_invalid_references","",""
"","550","A quote for more than the wallet balance is rejected at create","tests.e2e","2026-07-19","passed","2026-07-19","","test_amount_validation","",""
"","207","A quote reads identically via the list and the single-quote endpoint","tests.e2e","2026-07-19","passed","2026-07-19","","test_parity","",""
"","505","Liveness: /echo round-trips an authenticated payload","tests.smoke","2026-07-19","passed","2026-07-19","","test_liveness","",""
"","326","Accepting an unknown quote uuid returns 404","tests.e2e","2026-07-19","passed","2026-07-19","","test_invalid_references","",""
"","488","Liveness: /health reports system metrics","tests.smoke","2026-07-19","passed","2026-07-19","","test_liveness","",""
